2120,"Drug","Enum",0,0,0,"",2147483647,"",1,"2007-08-03 15:51:44.0","2007-08-03 15:51:44.0","zepadmin","zepadmin",9,0,"drug_name","","",
2121,"Count","Integer",0,0,0,"",2147483647,"",1,"2007-08-03 15:52:14.0","2007-08-03 15:52:14.0","zepadmin","zepadmin",9,0,"current_count","","",
2124,"Case Number","Text",0,0,0,"",2147483647,"",1,"2007-08-28 15:24:17.0","2007-08-28 15:24:17.0","zepadmin","zepadmin",1,0,"case_number","","",
2125,"Court","Text",0,0,0,"",2147483647,"",1,"2007-08-28 15:24:39.0","2007-08-28 15:24:39.0","zepadmin","zepadmin",1,0,"court","","",
2126,"Patient Phone Number","Text",0,0,0,"",2147483647,"",1,"2007-09-11 09:22:32.0","2007-09-11 09:22:32.0","zepadmin","zepadmin",1,0,"phone","","",
2128,"BEGIN DETAILS TABLE","Display",0,0,0,"",2147483647,"",1,"2007-09-11 15:43:09.0","2007-09-11 15:43:09.0","zepadmin","zepadmin",1,0,"","","",
2129,"END DETAILS TABLE","Display",0,0,0,"",2147483647,"",1,"2007-09-11 15:43:26.0","2007-09-11 15:43:26.0","zepadmin","zepadmin",1,0,"","","",
2130,"Details","Display",0,0,0,"",2147483647,"",1,"2007-09-11 15:44:15.0","2007-09-11 15:44:15.0","zepadmin","zepadmin",1,0,"","","",
2132,"Injuries","Enum",0,0,0,"",2147483647,"",1,"2007-10-17 10:48:25.0","2007-10-17 10:48:25.0","zepadmin","zepadmin",1,0,"injuries","","",
2133,"HeightTest","Float",0,45,200,"cm.",2147483647,"",1,"2007-10-17 10:55:16.0","2007-10-17 10:55:16.0","zepadmin","zepadmin",1,0,"heightTest","","",
2134,"CommentTest","Text",0,0,0,"",2147483647,"",1,"2007-10-17 10:57:24.0","2007-10-17 10:57:24.0","zepadmin","zepadmin",1,0,"commentTest","","",
2135,"Location","Enum",0,0,0,"",2147483647,"",1,"2007-10-17 12:09:10.0","2007-10-17 12:09:10.0","zepadmin","zepadmin",1,0,"locationTest","","",
2136,"Comments","Text",0,0,0,"",2147483647,"",1,"2007-10-17 12:12:41.0","2007-10-17 12:12:41.0","zepadmin","zepadmin",1,0,"commentsTest","","",
2137,"Weight","Float",0,0,0,"",2147483647,"",1,"2007-10-17 12:13:51.0","2007-10-17 12:13:51.0","zepadmin","zepadmin",1,0,"weightTest","","",
